Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,734232,-,-,-,29.77,-95.38,-6,15,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2018,1,1,0,0,0,0,0,0,0,0,4,-2.2,171.24,0,0.14,4.4,1.1,3,73.8,2.0,1031
2018,1,1,0,30,0,0,0,0,0,0,4,-2.2,173.14000000000001,0,0.14,4.5,1.1,5,75.4,1.7000000000000002,1031
2018,1,1,1,0,0,0,0,0,0,0,7,-3.2,169.64000000000001,0,0.14,4.5,1.1,7,71.17,1.5,1032
2018,1,1,1,30,0,0,0,0,0,0,4,-3.2,163.96,0,0.14,4.4,1.2000000000000002,7,72.72,1.2000000000000002,1032
2018,1,1,2,0,0,0,0,0,0,0,4,-3.9000000000000004,157.72,0,0.14,4.3,1.2000000000000002,8,69.81,1.0,1032
2018,1,1,2,30,0,0,0,0,0,0,4,-3.9000000000000004,151.29,0,0.14,4.2,1.2000000000000002,9,71.34,0.7000000000000001,1032
2018,1,1,3,0,0,0,0,0,0,0,7,-4.6000000000000005,144.8,0,0.14,4.2,1.2000000000000002,9,69.18,0.4,1032
2018,1,1,3,30,0,0,0,0,0,0,4,-4.6000000000000005,138.29,0,0.14,4.1000000000000005,1.2000000000000002,9,70.19,0.2,1032
2018,1,1,4,0,0,0,0,0,0,0,4,-5.300000000000001,131.79,0,0.14,4.1000000000000005,1.2000000000000002,9,67.37,0.0,1032
2018,1,1,4,30,0,0,0,0,0,0,7,-5.300000000000001,125.33,0,0.14,4.1000000000000005,1.2000000000000002,9,68.42,-0.2,1033
2018,1,1,5,0,0,0,0,0,0,0,4,-6.1000000000000005,118.92,0,0.14,4.0,1.2000000000000002,9,65.27,-0.4,1033
2018,1,1,5,30,0,0,0,0,0,0,7,-6.1000000000000005,112.58,0,0.14,4.0,1.2000000000000002,10,66.29,-0.6000000000000001,1034
2018,1,1,6,0,0,0,0,0,0,0,7,-6.9,106.32000000000001,0,0.14,4.0,1.2000000000000002,10,63.32,-0.8,1035
2018,1,1,6,30,0,0,0,0,0,0,7,-6.9,100.17,0,0.14,4.0,1.2000000000000002,11,64.25,-1.0,1035
2018,1,1,7,0,0,0,0,0,0,0,7,-7.5,94.15,0,0.14,4.0,1.1,13,62.230000000000004,-1.2000000000000002,1036
2018,1,1,7,30,14,72,17,18,172,24,7,-7.5,87.98,71,0.14,4.3,1.1,16,61.33,-1.0,1036
2018,1,1,8,0,45,236,76,39,460,99,7,-8.4,82.53,100,0.14,4.6000000000000005,1.1,19,56.230000000000004,-0.8,1036
2018,1,1,8,30,73,319,144,54,627,193,7,-8.4,77.18,71,0.14,4.6000000000000005,1.1,21,54.620000000000005,-0.4,1036
