Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,734232,-,-,-,29.77,-95.38,-6,15,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2011,1,1,0,0,0,0,0,0,0,0,6,1,171.26,0,0.14,2.7,1.659,3.5,56.800000000000004,10,1000.0
2011,1,1,0,30,0,0,0,0,0,0,7,1,173.15,0,0.14,2.5,1.667,3.5,60.75,9,1000.0
2011,1,1,1,0,0,0,0,0,0,0,7,1,169.64000000000001,0,0.14,2.4000000000000004,1.676,1.1,58.44,9,1000.0
2011,1,1,1,30,0,0,0,0,0,0,7,1,163.95000000000002,0,0.14,2.5,1.701,1.1,58.46,9,1000.0
2011,1,1,2,0,0,0,0,0,0,0,7,0,157.70000000000002,0,0.14,2.6,1.726,356.8,55.730000000000004,9,1000.0
2011,1,1,2,30,0,0,0,0,0,0,3,0,151.27,0,0.14,2.7,1.741,356.8,59.64,9,1010.0
2011,1,1,3,0,0,0,0,0,0,0,3,0,144.78,0,0.14,2.9000000000000004,1.756,352.1,56.24,9,1010.0
2011,1,1,3,30,0,0,0,0,0,0,3,0,138.27,0,0.14,2.9000000000000004,1.754,352.1,56.27,8,1010.0
2011,1,1,4,0,0,0,0,0,0,0,3,-1,131.78,0,0.14,3.0,1.752,350.70000000000005,52.95,8,1010.0
2011,1,1,4,30,0,0,0,0,0,0,3,-1,125.32000000000001,0,0.14,3.0,1.736,350.70000000000005,52.980000000000004,8,1010.0
2011,1,1,5,0,0,0,0,0,0,0,0,-1,118.91,0,0.14,3.0,1.721,350.20000000000005,50.52,8,1010.0
2011,1,1,5,30,0,0,0,0,0,0,1,-1,112.56,0,0.14,3.0,1.698,350.20000000000005,50.550000000000004,8,1010.0
2011,1,1,6,0,0,0,0,0,0,0,1,-2,106.31,0,0.14,3.0,1.675,351.8,49.2,8,1010.0
2011,1,1,6,30,0,0,0,0,0,0,0,-2,100.16,0,0.14,3.1,1.6420000000000001,351.8,49.230000000000004,8,1010.0
2011,1,1,7,0,0,0,0,0,0,0,1,-2,94.15,0,0.14,3.2,1.609,356.5,48.7,8,1010.0
2011,1,1,7,30,14,73,17,14,73,17,0,-2,88.29,0,0.14,3.4000000000000004,1.56,356.5,48.72,8,1010.0
2011,1,1,8,0,45,356,90,45,356,90,3,-2,82.65,4,0.14,3.7,1.5110000000000001,1.4000000000000001,45.4,9,1010.0
2011,1,1,8,30,65,530,182,65,530,182,1,-2,77.25,0,0.14,3.9000000000000004,1.453,1.4000000000000001,42.47,10,1010.0
2011,1,1,9,0,74,668,279,74,668,279,0,-3,72.17,0,0.14,4.2,1.3960000000000001,8.1,37.29,11,1010.0
2011,1,1,9,30,84,742,368,84,742,368,0,-3,67.46000000000001,0,0.14,4.2,1.338,8.1,34.92,12,1010.0
2011,1,1,10,0,84,818,452,84,818,452,0,-3,63.230000000000004,0,0.14,4.2,1.28,8.8,31.21,13,1010.0
2011,1,1,10,30,88,854,521,88,854,521,0,-3,59.56,0,0.14,4.1000000000000005,1.23,8.8,31.21,13,1010.0
2011,1,1,11,0,86,894,579,86,894,579,0,-3,56.57,0,0.14,4.1000000000000005,1.182,6.2,29.13,14,1010.0
2011,1,1,11,30,88,910,619,88,910,619,0,-3,54.39,0,0.14,4.0,1.151,6.2,29.12,14,1010.0
2011,1,1,12,0,88,923,643,88,923,643,0,-3,53.09,0,0.14,3.9000000000000004,1.12,1.9000000000000001,28.47,15,1010.0
2011,1,1,12,30,88,926,649,88,926,649,0,-3,52.76,0,0.14,3.8000000000000003,1.105,1.9000000000000001,28.46,15,1010.0
2011,1,1,13,0,86,927,639,86,927,639,0,-2,53.410000000000004,0,0.14,3.7,1.091,358.1,28.86,16,1010.0
2011,1,1,13,30,84,917,611,84,917,611,0,-2,55.0,0,0.14,3.6,1.085,358.1,28.86,16,1010.0
2011,1,1,14,0,81,902,567,81,902,567,0,-1,57.46,0,0.14,3.5,1.08,356.20000000000005,31.01,16,1010.0
2011,1,1,14,30,78,877,508,78,877,508,0,-1,60.68,0,0.14,3.4000000000000004,1.078,356.20000000000005,33.06,16,1010.0
2011,1,1,15,0,75,835,434,75,835,434,0,0,64.54,0,0.14,3.4000000000000004,1.076,355.20000000000005,34.89,16,1010.0
2011,1,1,15,30,69,783,350,69,783,350,0,0,68.94,0,0.14,3.0,1.073,355.20000000000005,37.230000000000004,15,1010.0
2011,1,1,16,0,60,706,257,60,706,257,0,0,73.78,0,0.14,2.8000000000000003,1.071,354.20000000000005,40.83,14,1010.0
2011,1,1,16,30,48,587,161,48,587,161,0,0,78.97,0,0.14,2.2,1.063,354.20000000000005,46.53,12,1010.0
2011,1,1,17,0,31,390,68,31,390,68,0,2,84.46000000000001,0,0.14,1.7000000000000002,1.056,353.1,59.32,10,1010.0
2011,1,1,17,30,0,0,0,0,0,0,0,2,90.17,0,0.14,1.7000000000000002,1.047,353.1,63.47,9,1010.0
2011,1,1,18,0,0,0,0,0,0,0,0,2,96.08,0,0.14,1.7000000000000002,1.039,352.3,62.1,9,1020.0
2011,1,1,18,30,0,0,0,0,0,0,0,2,102.14,0,0.14,1.8,1.029,352.3,66.47,8,1020.0
2011,1,1,19,0,0,0,0,0,0,0,0,1,108.33,0,0.14,2.0,1.02,353.70000000000005,63.88,8,1020.0
2011,1,1,19,30,0,0,0,0,0,0,0,1,114.61,0,0.14,2.0,1.008,353.70000000000005,68.41,7,1020.0
2011,1,1,20,0,0,0,0,0,0,0,0,1,120.98,0,0.14,2.1,0.996,356.5,66.53,7,1020.0
2011,1,1,20,30,0,0,0,0,0,0,0,1,127.41,0,0.14,2.1,0.984,356.5,71.28,6,1020.0
2011,1,1,21,0,0,0,0,0,0,0,0,0,133.88,0,0.14,2.1,0.972,358.0,68.95,6,1020.0
2011,1,1,21,30,0,0,0,0,0,0,0,0,140.38,0,0.14,2.1,0.962,358.0,73.91,5,1020.0
