Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,734232,-,-,-,29.77,-95.38,-6,15,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2009,1,1,0,0,0,0,0,0,0,0,7,5,171.19,0,0.14,1.4000000000000001,1.798,81.9,90.64,8,1010.0
2009,1,1,0,30,0,0,0,0,0,0,7,5,173.12,0,0.14,1.4000000000000001,1.815,81.9,90.61,7,1010.0
2009,1,1,1,0,0,0,0,0,0,0,6,5,169.65,0,0.14,1.4000000000000001,1.832,86.0,87.10000000000001,7,1010.0
2009,1,1,1,30,0,0,0,0,0,0,6,4,163.97,0,0.14,1.4000000000000001,1.844,86.0,93.27,6,1010.0
2009,1,1,2,0,0,0,0,0,0,0,7,4,157.73,0,0.14,1.4000000000000001,1.857,87.2,90.7,6,1010.0
2009,1,1,2,30,0,0,0,0,0,0,1,4,151.31,0,0.14,1.4000000000000001,1.869,87.2,90.68,6,1010.0
2009,1,1,3,0,0,0,0,0,0,0,8,4,144.82,0,0.14,1.4000000000000001,1.8820000000000001,86.7,89.26,6,1010.0
2009,1,1,3,30,0,0,0,0,0,0,0,4,138.31,0,0.14,1.3,1.8920000000000001,86.7,89.25,6,1010.0
2009,1,1,4,0,0,0,0,0,0,0,7,4,131.81,0,0.14,1.3,1.903,85.80000000000001,88.65,6,1010.0
2009,1,1,4,30,0,0,0,0,0,0,7,4,125.35000000000001,0,0.14,1.3,1.9040000000000001,85.80000000000001,88.65,6,1010.0
