Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,734232,-,-,-,29.77,-95.38,-6,15,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2013,1,1,0,0,0,0,0,0,0,0,4,17,171.19,0,0.14300000000000002,1.2000000000000002,4.7010000000000005,215.9,100.0,17,1010.0
2013,1,1,0,30,0,0,0,0,0,0,4,17,173.12,0,0.14300000000000002,1.0,4.7170000000000005,215.9,100.0,17,1010.0
2013,1,1,1,0,0,0,0,0,0,0,4,17,169.65,0,0.14300000000000002,0.8,4.734,264.1,100.0,17,1010.0
2013,1,1,1,30,0,0,0,0,0,0,4,17,163.97,0,0.14300000000000002,1.2000000000000002,4.707,264.1,100.0,17,1010.0
2013,1,1,2,0,0,0,0,0,0,0,4,17,157.73,0,0.14300000000000002,1.6,4.681,324.3,100.0,17,1010.0
2013,1,1,2,30,0,0,0,0,0,0,4,16,151.31,0,0.14300000000000002,2.1,4.609,324.3,100.0,16,1010.0
2013,1,1,3,0,0,0,0,0,0,0,4,16,144.82,0,0.14300000000000002,2.7,4.538,343.40000000000003,100.0,16,1010.0
2013,1,1,3,30,0,0,0,0,0,0,4,15,138.31,0,0.14300000000000002,3.0,4.45,343.40000000000003,100.0,15,1010.0
2013,1,1,4,0,0,0,0,0,0,0,4,14,131.81,0,0.14300000000000002,3.3000000000000003,4.362,357.20000000000005,100.0,14,1010.0
2013,1,1,4,30,0,0,0,0,0,0,4,13,125.35000000000001,0,0.14300000000000002,3.0,4.277,357.20000000000005,100.0,13,1010.0
2013,1,1,5,0,0,0,0,0,0,0,4,11,118.94,0,0.14300000000000002,2.8000000000000003,4.1930000000000005,5.9,100.0,12,1010.0
